ID,Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,Cluster
89,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Netral,Netral,Setuju,0
89,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Netral,Netral,Netral,Setuju,0
89,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Netral,Netral,Netral,Setuju,0
89,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Netral,Netral,Netral,Setuju,0
90,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Setuju,Sangat Tidak Setuju,2
90,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Setuju,Setuju,Sangat Tidak Setuju,2
91,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
91,Alat Seni,Toko buku independen lainnya,Hiburan atau relaksasi,Literasi,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
91,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
91,Alat Seni,Toko buku independen lainnya,Kado atau hadiah,Literasi,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
91,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
91,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Sangat Setuju,Tidak Setuju,Sangat Setuju,Tidak Setuju,1
92,Alat Seni,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
92,Alat Seni,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
92,Buku Non-Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
92,Buku Non-Fiksi,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
92,Komik,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,Self Wear,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
92,Komik,Aplikasi Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Literasi,edukasi,Tidak Setuju,Setuju,Tidak Setuju,Sangat Setuju,3
93,Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Alat Seni,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
93,Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Daily needs,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
93,Komik,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Setuju,1
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,0
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,3
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,1
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Alat Seni,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Kado atau hadiah,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
94,Edukasi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Seni,edukasi,Tidak Setuju,Sangat Setuju,Sangat Tidak Setuju,Netral,4
95,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Alat Seni,Setuju,Setuju,Setuju,Tidak Setuju,3
95,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,Self Wear,Setuju,Setuju,Setuju,Tidak Setuju,1
95,Buku Anak,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Seni,edukasi,Setuju,Setuju,Setuju,Tidak Setuju,3
96,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,3
96,Buku Non-Fiksi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Buku Non-Fiksi,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,4
96,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Komik,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Komik,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,3
96,Komik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,Self Wear,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,2
96,Komik,Toko buku independen lainnya,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Lifestyle,edukasi,Tidak Setuju,Tidak Setuju,Tidak Setuju,Sangat Setuju,4
97,Alat Kantor/Sekolah,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,0
97,Alat Kantor/Sekolah,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,0
97,Buku Non-Fiksi,Toko Gramedia,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,1
97,Buku Non-Fiksi,Toko Gramedia,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Self Wear,Sangat Tidak Setuju,Sangat Tidak Setuju,Netral,Tidak Setuju,1
98,Sport & mainanan,Website Gramedia.com,Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,Alat Seni,Sangat Setuju,Sangat Setuju,Sangat Tidak Setuju,Sangat Setuju,2
99,Buku Non-Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Buku Non-Fiksi,Toko buku independen lainnya,Kado atau hadiah,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Buku Non-Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Komik,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Komik,Toko buku independen lainnya,Kado atau hadiah,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Komik,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Novel Fiksi,Toko buku independen lainnya,Hiburan atau relaksasi,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Novel Fiksi,Toko buku independen lainnya,Kado atau hadiah,Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
99,Novel Fiksi,Toko buku independen lainnya,"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Seni,edukasi,Netral,Tidak Setuju,Setuju,Netral,3
100,Alat Seni,Toko buku independen lainnya,Menambah pengetahuan,Lifestyle,edukasi,Netral,Netral,Sangat Setuju,Setuju,4
100,Alat Seni,Toko buku independen lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Lifestyle,edukasi,Netral,Netral,Sangat Setuju,Setuju,0
100,Alat Seni,Toko buku independen lainnya,Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Netral,Netral,Sangat Setuju,Setuju,0
101,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,1
101,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,0
101,Komik,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,1
101,Komik,"Marketplace (Shopee, Tokopedia, dll.)",Sebagai bentuk 'self-reward' atau apresiasi diri,Seni,edukasi,Sangat Tidak Setuju,Setuju,Sangat Setuju,Sangat Tidak Setuju,1
102,Edukasi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Setuju,Sangat Setuju,Sangat Setuju,Setuju,4
102,Edukasi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,edukasi,Setuju,Sangat Setuju,Sangat Setuju,Setuju,4
102,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,Daily needs,Setuju,Sangat Setuju,Sangat Setuju,Setuju,4
102,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Lifestyle,edukasi,Setuju,Sangat Setuju,Sangat Setuju,Setuju,4
103,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Alat Seni,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Alat Seni,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Alat Seni,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
103,Novel Fiksi,Toko alat tulis lainnya,Sebagai bentuk 'self-reward' atau apresiasi diri,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Tidak Setuju,Netral,0
104,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Setuju,0
104,Alat Kantor/Sekolah,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Setuju,0
104,Buku Anak,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Setuju,0
104,Buku Anak,Toko alat tulis lainnya,Kado atau hadiah,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Setuju,0
105,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,0
105,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,0
105,Alat Kantor/Sekolah,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,0
105,Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Daily needs,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,0
105,Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,2
105,Sport & mainanan,Aplikasi Gramedia.com,Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Setuju,Sangat Tidak Setuju,Netral,Sangat Setuju,0
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,0
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Alat Kantor/Sekolah,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,0
106,Edukasi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Edukasi,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Edukasi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Edukasi,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Edukasi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Edukasi,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Hiburan atau relaksasi,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),"Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)",Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
106,Sport & mainanan,Aplikasi Gramedia Digital (ebook),Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Sangat Tidak Setuju,Netral,Setuju,Tidak Setuju,2
107,Buku Anak,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Lifestyle,edukasi,Setuju,Sangat Setuju,Netral,Sangat Tidak Setuju,0
108,Novel Fiksi,Toko Gramedia,"Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Seni,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,1
108,Novel Fiksi,Toko Gramedia,Untuk mengekspresikan kreativitas,Seni,Daily needs,Tidak Setuju,Tidak Setuju,Setuju,Sangat Tidak Setuju,1
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Literasi,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)","Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)",Literasi,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Alat Kantor/Sekolah,"Marketplace (Shopee, Tokopedia, dll.)",Untuk mengekspresikan kreativitas,Literasi,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Alat Seni,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
109,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,Self Wear,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,2
109,Novel Fiksi,"Marketplace (Shopee, Tokopedia, dll.)",Menambah pengetahuan,Aktivitas Rekreasional,edukasi,Setuju,Tidak Setuju,Tidak Setuju,Sangat Tidak Setuju,0
