Produk sering beli,Saluran belanja,Motivasi utama pembelian,Hobi,Minat,Pernyataan: Membaca adalah bagian penting dari pengembangan diri saya,Pernyataan: Saya sering mencari inspirasi untuk kegiatan kreatif dari buku atau alat tulis,Pernyataan: Saya berusaha menerapkan gaya hidup minimalis dalam hal kepemilikan barang,Pernyataan: Saya nyaman menggunakan teknologi digital untuk membaca dan mencatat,cluster
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Setuju'},{'Setuju'},{'Tidak Setuju'},0
"{'Komik', 'Novel Fiksi'}",{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Netral'},4
"{'Buku Non-Fiksi', 'Edukasi', 'Alat Seni'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni', 'Lifestyle'}","{'edukasi', 'Alat Seni'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},1
{'Buku Anak'},{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
{'Alat Seni'},{'Website Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'edukasi'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Sport & mainanan'},"{'Marketplace (Shopee, Tokopedia, dll.)'}",{'Menambah pengetahuan'},"{'Literasi', 'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},{'Menambah pengetahuan'},{'Literasi'},"{'edukasi', 'Alat Seni'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Komik', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}",{'Lifestyle'},"{'edukasi', 'Alat Seni', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},1
{'Edukasi'},{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
{'Sport & mainanan'},{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}",{'Seni'},{'Self Wear'},{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Novel Fiksi', 'Edukasi', 'Alat Seni'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Seni', 'Lifestyle'}",{'Self Wear'},{'Sangat Tidak Setuju'},{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},4
"{'Buku Non-Fiksi', 'Novel Fiksi'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Netral'},1
{'Edukasi'},{'Toko buku independen lainnya'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Seni'},"{'Self Wear', 'edukasi'}",{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
{'Sport & mainanan'},{'Toko Gramedia'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Seni'},"{'Self Wear', 'Daily needs'}",{'Setuju'},{'Netral'},{'Netral'},{'Sangat Tidak Setuju'},2
"{'Alat Seni', 'Alat Kantor/Sekolah', 'Buku Anak'}",{'Toko buku independen lainnya'},{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Seni'}",{'Alat Seni'},{'Sangat Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Komik', 'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi', 'Daily needs'}",{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},3
{'Sport & mainanan'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},{'edukasi'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},1
{'Alat Kantor/Sekolah'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Komik', 'Edukasi'}",{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Setuju'},{'Netral'},{'Netral'},{'Setuju'},1
"{'Novel Fiksi', 'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'edukasi'}",{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},2
{'Sport & mainanan'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Seni'},"{'edukasi', 'Alat Seni'}",{'Sangat Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Netral'},1
"{'Buku Non-Fiksi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni'}",{'Self Wear'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},0
"{'Alat Seni', 'Buku Anak'}",{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi', 'Daily needs'}",{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},2
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Komik'},{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Literasi'},"{'Self Wear', 'edukasi'}",{'Setuju'},{'Netral'},{'Sangat Setuju'},{'Sangat Setuju'},3
{'Alat Kantor/Sekolah'},{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Self Wear', 'Daily needs'}",{'Netral'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},3
{'Alat Kantor/Sekolah'},{'Toko Gramedia'},{'Menambah pengetahuan'},{'Literasi'},{'edukasi'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Seni'},"{'Self Wear', 'Alat Seni', 'edukasi'}",{'Netral'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},0
{'Alat Kantor/Sekolah'},{'Aplikasi Gramedia Digital (ebook)'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Seni'}",{'Self Wear'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Komik', 'Buku Anak', 'Sport & mainanan'}",{'Aplikasi Gramedia Digital (ebook)'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}",{'Aktivitas Rekreasional'},"{'edukasi', 'Alat Seni'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},4
{'Komik'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
{'Edukasi'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Seni', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
"{'Sport & mainanan', 'Edukasi', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},"{'Self Wear', 'edukasi'}",{'Setuju'},{'Setuju'},{'Netral'},{'Tidak Setuju'},2
{'Sport & mainanan'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Untuk mengekspresikan kreativitas'}",{'Literasi'},{'Self Wear'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},1
{'Novel Fiksi'},{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},{'Self Wear'},{'Setuju'},{'Sangat Setuju'},{'Netral'},{'Setuju'},1
"{'Komik', 'Alat Seni', 'Buku Anak'}",{'Aplikasi Gramedia.com'},"{'Menambah pengetahuan', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},1
"{'Alat Seni', 'Buku Anak'}",{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},0
"{'Buku Non-Fiksi', 'Novel Fiksi', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni', 'Lifestyle'}",{'Self Wear'},{'Setuju'},{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Netral'},0
"{'Novel Fiksi', 'Edukasi', 'Alat Kantor/Sekolah'}","{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Lifestyle'},{'edukasi'},{'Tidak Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},4
{'Novel Fiksi'},{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Buku Non-Fiksi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}",{'edukasi'},{'Netral'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
{'Komik'},{'Toko Gramedia'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Aktivitas Rekreasional', 'Seni'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Setuju'},1
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Literasi'},{'edukasi'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Komik', 'Alat Seni'}",{'Aplikasi Gramedia Digital (ebook)'},{'Menambah pengetahuan'},{'Aktivitas Rekreasional'},"{'Self Wear', 'Alat Seni', 'edukasi'}",{'Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},3
"{'Komik', 'Alat Seni', 'Sport & mainanan'}",{'Aplikasi Gramedia Digital (ebook)'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni', 'Lifestyle'}","{'Self Wear', 'Alat Seni'}",{'Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},0
{'Alat Seni'},{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Sangat Setuju'},4
{'Buku Non-Fiksi'},{'Website Gramedia.com'},{'Menambah pengetahuan'},"{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
{'Sport & mainanan'},{'Toko alat tulis lainnya'},{'Hiburan atau relaksasi'},"{'Aktivitas Rekreasional', 'Lifestyle'}",{'Alat Seni'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},0
"{'Komik', 'Alat Seni'}",{'Toko buku independen lainnya'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Seni', 'Lifestyle'}",{'edukasi'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},1
{'Buku Non-Fiksi'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},"{'Self Wear', 'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Netral'},{'Setuju'},1
{'Alat Kantor/Sekolah'},{'Website Gramedia.com'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Seni', 'Lifestyle'}",{'Alat Seni'},{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Netral'},4
{'Alat Seni'},{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}",{'Aktivitas Rekreasional'},{'Alat Seni'},{'Tidak Setuju'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},1
{'Komik'},{'Website Gramedia.com'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}",{'Lifestyle'},{'edukasi'},{'Sangat Tidak Setuju'},{'Setuju'},{'Sangat Setuju'},{'Setuju'},0
"{'Edukasi', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},{'Kado atau hadiah'},{'Lifestyle'},"{'edukasi', 'Alat Seni'}",{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},2
"{'Edukasi', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Literasi', 'Seni'}","{'Self Wear', 'edukasi'}",{'Sangat Setuju'},{'Netral'},{'Netral'},{'Sangat Setuju'},3
"{'Komik', 'Alat Seni', 'Sport & mainanan'}",{'Aplikasi Gramedia.com'},{'Hiburan atau relaksasi'},"{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni'}",{'Netral'},{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},2
"{'Komik', 'Alat Seni'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Sangat Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},0
{'Novel Fiksi'},{'Toko Gramedia'},"{'Menambah pengetahuan', 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Setuju'},0
"{'Novel Fiksi', 'Buku Anak', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},{'Kado atau hadiah'},"{'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},2
{'Buku Non-Fiksi'},{'Website Gramedia.com'},"{'Menambah pengetahuan', 'Kado atau hadiah'}",{'Literasi'},"{'Self Wear', 'edukasi'}",{'Tidak Setuju'},{'Setuju'},{'Netral'},{'Setuju'},1
"{'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Seni'}",{'edukasi'},{'Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Netral'},2
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Menambah pengetahuan', 'Kado atau hadiah'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},0
{'Buku Anak'},{'Website Gramedia.com'},"{'Untuk mengekspresikan kreativitas', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Seni'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},{'Tidak Setuju'},1
"{'Sport & mainanan', 'Edukasi', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},{'Untuk mengekspresikan kreativitas'},"{'Seni', 'Lifestyle'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Netral'},{'Tidak Setuju'},{'Sangat Setuju'},{'Setuju'},0
{'Alat Kantor/Sekolah'},{'Toko buku independen lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'edukasi', 'Alat Seni'}",{'Tidak Setuju'},{'Netral'},{'Sangat Setuju'},{'Tidak Setuju'},0
"{'Buku Non-Fiksi', 'Alat Seni', 'Komik'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', 'Kado atau hadiah'}","{'Seni', 'Lifestyle'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Netral'},{'Tidak Setuju'},{'Sangat Tidak Setuju'},3
"{'Komik', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Literasi'},{'Alat Seni'},{'Netral'},{'Setuju'},{'Setuju'},{'Sangat Tidak Setuju'},2
"{'Buku Anak', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Lifestyle'},{'edukasi'},{'Sangat Setuju'},{'Netral'},{'Sangat Setuju'},{'Netral'},4
{'Sport & mainanan'},{'Aplikasi Gramedia Digital (ebook)'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Untuk mengekspresikan kreativitas'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Netral'},{'Setuju'},{'Setuju'},{'Sangat Setuju'},3
"{'Komik', 'Sport & mainanan'}",{'Website Gramedia.com'},"{'Hiburan atau relaksasi', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Sangat Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},4
{'Alat Seni'},{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Lifestyle'}","{'edukasi', 'Alat Seni', 'Daily needs'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},3
"{'Komik', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}","{'Aktivitas Rekreasional', 'Lifestyle'}",{'edukasi'},{'Sangat Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Novel Fiksi', 'Edukasi', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Aktivitas Rekreasional'},{'Self Wear'},{'Sangat Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},{'Sangat Setuju'},0
"{'Novel Fiksi', 'Sport & mainanan'}",{'Toko buku independen lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Literasi'},{'edukasi'},{'Sangat Tidak Setuju'},{'Sangat Tidak Setuju'},{'Setuju'},{'Setuju'},4
"{'Sport & mainanan', 'Alat Kantor/Sekolah'}",{'Toko buku independen lainnya'},{'Hiburan atau relaksasi'},"{'Aktivitas Rekreasional', 'Lifestyle'}","{'edukasi', 'Alat Seni'}",{'Netral'},{'Sangat Setuju'},{'Setuju'},{'Setuju'},1
{'Alat Seni'},"{'Marketplace (Shopee, Tokopedia, dll.)'}","{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)', 'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)', 'Untuk mengekspresikan kreativitas'}","{'Aktivitas Rekreasional', 'Literasi'}","{'Self Wear', 'edukasi'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Sangat Setuju'},0
"{'Buku Non-Fiksi', 'Alat Seni', 'Alat Kantor/Sekolah'}",{'Toko alat tulis lainnya'},"{'Hiburan atau relaksasi', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Kado atau hadiah'}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Self Wear', 'edukasi'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Netral'},4
"{'Komik', 'Alat Kantor/Sekolah'}",{'Toko Gramedia'},"{'Kebutuhan pekerjaan/sekolah (alat tulis, perlengkapan kantor)'}",{'Lifestyle'},"{'edukasi', 'Daily needs'}",{'Sangat Setuju'},{'Netral'},{'Setuju'},{'Setuju'},4
{'Alat Kantor/Sekolah'},{'Toko alat tulis lainnya'},"{'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}","{'Literasi', 'Lifestyle'}","{'Self Wear', 'Daily needs'}",{'Tidak Setuju'},{'Setuju'},{'Setuju'},{'Setuju'},1
{'Sport & mainanan'},{'Toko Gramedia'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Setuju'},{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Tidak Setuju'},0
"{'Komik', 'Edukasi', 'Alat Seni'}",{'Toko Gramedia'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}",{'Seni'},"{'edukasi', 'Alat Seni'}",{'Netral'},{'Tidak Setuju'},{'Tidak Setuju'},{'Netral'},3
"{'Komik', 'Buku Anak'}",{'Toko alat tulis lainnya'},"{""Sebagai bentuk 'self-reward' atau apresiasi diri""}","{'Aktivitas Rekreasional', 'Literasi', 'Lifestyle'}","{'Self Wear', 'Alat Seni', 'edukasi'}",{'Sangat Tidak Setuju'},{'Tidak Setuju'},{'Setuju'},{'Setuju'},4
"{'Buku Non-Fiksi', 'Novel Fiksi', 'Alat Kantor/Sekolah'}",{'Website Gramedia.com'},"{'Menambah pengetahuan', ""Sebagai bentuk 'self-reward' atau apresiasi diri"", 'Mendukung hobi (misalnya, melukis, dekorasi, musik, lainnya)'}",{'Seni'},"{'edukasi', 'Daily needs'}",{'Setuju'},{'Tidak Setuju'},{'Netral'},{'Sangat Tidak Setuju'},2
"{'Edukasi', 'Buku Anak', 'Alat Kantor/Sekolah'}",{'Aplikasi Gramedia.com'},"{'Hiburan atau relaksasi', 'Menambah pengetahuan'}","{'Literasi', 'Lifestyle'}","{'edukasi', 'Daily needs'}",{'Netral'},{'Tidak Setuju'},{'Setuju'},{'Tidak Setuju'},2
